A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
32;0.1111;0.6213;-0.0046
32;0.1250;0.6346;0.1799
32;0.1429;0.6995;0.4212
32;0.1667;0.8316;0.7926
32;0.2000;1.1110;1.4127
32.1;0.0200;0.7511;-0.7632
32.1;0.0204;0.8631;-0.8786
32.1;0.0208;0.7900;-0.8011
32.1;0.0213;0.9006;-0.9144
32.1;0.0217;0.9060;-0.9197
32.1;0.0222;0.9128;-0.9263
32.1;0.0227;0.9171;-0.9300
32.1;0.0233;0.9212;-0.9335
32.1;0.0238;0.9243;-0.9361
32.1;0.0244;0.9268;-0.9380
32.1;0.0250;0.9287;-0.9392
32.1;0.0256;0.9304;-0.9399
32.1;0.0263;0.9312;-0.9416
32.1;0.0270;0.9305;-0.9399
32.1;0.0278;0.9292;-0.9372
32.1;0.0286;0.9281;-0.9302
32.1;0.0294;0.9240;-0.9277
32.1;0.0303;0.9982;-0.9836
32.1;0.0313;0.9903;-0.9867
32.1;0.0323;0.9815;-0.9787
32.1;0.0333;0.9771;-0.9688
32.1;0.0345;0.9655;-0.9570
32.1;0.0357;0.9546;-0.9417
32.1;0.0370;0.9395;-0.9221
32.1;0.0385;0.9267;-0.9042
32.1;0.0400;0.9068;-0.8783
32.1;0.0417;0.9396;-0.9080
32.1;0.0435;0.9169;-0.8767
32.1;0.0455;0.8942;-0.8443
32.1;0.0476;0.8661;-0.8081
32.1;0.0500;0.8370;-0.7680
32.1;0.0526;0.8493;-0.7621
32.1;0.0556;0.8132;-0.7115
32.1;0.0588;0.7790;-0.6588
32.1;0.0625;0.7674;-0.6244
32.1;0.0667;0.7321;-0.5583
32.1;0.0714;0.7137;-0.5065
32.1;0.0769;0.6738;-0.4234
32.1;0.0833;0.6539;-0.3491
32.1;0.0909;0.6366;-0.2574
32.1;0.1000;0.6053;-0.1270
32.1;0.1111;0.6192;-0.0031
32.1;0.1250;0.6328;0.1824
32.1;0.1429;0.6967;0.4250
32.1;0.1667;0.8292;0.7961
32.1;0.2000;1.1134;1.4158
32.2;0.0200;0.7504;-0.7607
32.2;0.0204;0.8314;-0.8442
32.2;0.0208;0.7886;-0.7994
32.2;0.0213;0.8985;-0.9125
32.2;0.0217;0.8948;-0.9066
32.2;0.0222;0.9108;-0.9244
32.2;0.0227;0.9150;-0.9278
32.2;0.0233;0.9189;-0.9315
32.2;0.0238;0.9218;-0.9339
32.2;0.0244;0.9243;-0.9356
32.2;0.0250;0.9261;-0.9366
32.2;0.0256;0.9279;-0.9377
32.2;0.0263;0.9277;-0.9361
32.2;0.0270;0.9275;-0.9350
32.2;0.0278;0.9265;-0.9335
32.2;0.0286;0.9238;-0.9292
32.2;0.0294;0.9203;-0.9231
32.2;0.0303;0.9945;-0.9829
32.2;0.0313;0.9851;-0.9851
32.2;0.0323;0.9776;-0.9745
32.2;0.0333;0.9732;-0.9650
32.2;0.0345;0.9613;-0.9529
32.2;0.0357;0.9504;-0.9369
32.2;0.0370;0.9353;-0.9169
32.2;0.0385;0.9221;-0.8994
32.2;0.0400;0.9023;-0.8735
32.2;0.0417;0.9351;-0.9032
32.2;0.0435;0.9123;-0.8719
32.2;0.0455;0.8897;-0.8395
32.2;0.0476;0.8616;-0.8034
32.2;0.0500;0.8325;-0.7627
32.2;0.0526;0.8437;-0.7552
32.2;0.0556;0.8064;-0.7074
32.2;0.0588;0.7728;-0.6516
32.2;0.0625;0.7629;-0.6205
32.2;0.0667;0.7249;-0.5531
32.2;0.0714;0.7100;-0.5020
32.2;0.0769;0.6693;-0.4189
32.2;0.0833;0.6502;-0.3438
32.2;0.0909;0.6330;-0.2531
32.2;0.1000;0.6019;-0.1228
32.2;0.1111;0.6148;-0.0003
32.2;0.1250;0.6324;0.1848
32.2;0.1429;0.6939;0.4269
32.2;0.1667;0.8267;0.7974
32.2;0.2000;1.1093;1.4161
32.3;0.0200;0.7489;-0.7591
32.3;0.0204;0.8297;-0.8424
32.3;0.0208;0.7868;-0.7973
32.3;0.0213;0.8964;-0.9103
32.3;0.0217;0.8927;-0.9044
32.3;0.0222;0.9086;-0.9220
32.3;0.0227;0.9126;-0.9253
32.3;0.0233;0.9165;-0.9288
32.3;0.0238;0.9192;-0.9312
32.3;0.0244;0.9216;-0.9327
32.3;0.0250;0.9234;-0.9338
32.3;0.0256;0.9250;-0.9347
32.3;0.0263;0.9252;-0.9318
32.3;0.0270;0.9250;-0.9315
32.3;0.0278;0.9233;-0.9301
32.3;0.0286;0.9206;-0.9256
32.3;0.0294;0.9172;-0.9192
32.3;0.0303;0.9908;-0.9793
32.3;0.0313;0.9814;-0.9809
32.3;0.0323;0.9749;-0.9697
32.3;0.0333;0.9666;-0.9587
32.3;0.0345;0.9574;-0.9485
32.3;0.0357;0.9465;-0.9329
32.3;0.0370;0.9311;-0.9125
32.3;0.0385;0.9164;-0.8913
32.3;0.0400;0.8981;-0.8688
32.3;0.0417;0.9301;-0.8981
32.3;0.0435;0.9069;-0.8681
32.3;0.0455;0.8847;-0.8348
32.3;0.0476;0.8570;-0.7987
32.3;0.0500;0.8279;-0.7581
32.3;0.0526;0.8392;-0.7505
32.3;0.0556;0.8019;-0.7028
32.3;0.0588;0.7688;-0.6470
32.3;0.0625;0.7590;-0.6152
32.3;0.0667;0.7203;-0.5485
32.3;0.0714;0.7061;-0.4992
32.3;0.0769;0.6655;-0.4145
32.3;0.0833;0.6466;-0.3404
32.3;0.0909;0.6295;-0.2499
32.3;0.1000;0.5984;-0.1198
32.3;0.1111;0.6138;0.0038
32.3;0.1250;0.6267;0.1887
32.3;0.1429;0.6926;0.4288
32.3;0.1667;0.8260;0.8008
32.3;0.2000;1.1073;1.4190
32.4;0.0200;0.7474;-0.7573
32.4;0.0204;0.8282;-0.8422
32.4;0.0208;0.7846;-0.7956
32.4;0.0213;0.8942;-0.9082
32.4;0.0217;0.8991;-0.9137
32.4;0.0222;0.9057;-0.9201
32.4;0.0227;0.9097;-0.9235
32.4;0.0233;0.9139;-0.9266
32.4;0.0238;0.9167;-0.9286
32.4;0.0244;0.9189;-0.9304
32.4;0.0250;0.9205;-0.9310
32.4;0.0256;0.9221;-0.9317
32.4;0.0263;0.9221;-0.9319
32.4;0.0270;0.9209;-0.9306
32.4;0.0278;0.9195;-0.9276
32.4;0.0286;0.9174;-0.9222
32.4;0.0294;0.9134;-0.9166
32.4;0.0303;0.9853;-0.9752
32.4;0.0313;0.9783;-0.9771
32.4;0.0323;0.9709;-0.9656
32.4;0.0333;0.9626;-0.9543
32.4;0.0345;0.9535;-0.9444
32.4;0.0357;0.9422;-0.9288
32.4;0.0370;0.9268;-0.9077
32.4;0.0385;0.9121;-0.8870
32.4;0.0400;0.8935;-0.8645
32.4;0.0417;0.9255;-0.8933
32.4;0.0435;0.9023;-0.8634
32.4;0.0455;0.8801;-0.8297
32.4;0.0476;0.8524;-0.7935
32.4;0.0500;0.8233;-0.7534
32.4;0.0526;0.8346;-0.7465
32.4;0.0556;0.7973;-0.6970
32.4;0.0588;0.7636;-0.6418
32.4;0.0625;0.7538;-0.6100
32.4;0.0667;0.7198;-0.5441
32.4;0.0714;0.7023;-0.4947
32.4;0.0769;0.6618;-0.4110
32.4;0.0833;0.6429;-0.3361
32.4;0.0909;0.6259;-0.2456
32.4;0.1000;0.5960;-0.1156
32.4;0.1111;0.6082;0.0065
32.4;0.1250;0.6248;0.1911
32.4;0.1429;0.6897;0.4325
32.4;0.1667;0.8235;0.8020
32.4;0.2000;1.1053;1.4193
32.5;0.0200;0.7460;-0.7557
32.5;0.0204;0.8231;-0.8424
32.5;0.0208;0.7832;-0.7927
32.5;0.0213;0.8925;-0.9063
32.5;0.0217;0.8976;-0.9111
32.5;0.0222;0.9041;-0.9173
32.5;0.0227;0.9079;-0.9205
32.5;0.0233;0.9115;-0.9239
32.5;0.0238;0.9141;-0.9260
32.5;0.0244;0.9164;-0.9274
32.5;0.0250;0.9177;-0.9280
32.5;0.0256;0.9189;-0.9280
32.5;0.0263;0.9197;-0.9282
32.5;0.0270;0.9186;-0.9267
32.5;0.0278;0.9170;-0.9236
32.5;0.0286;0.9147;-0.9186
32.5;0.0294;0.9102;-0.9127
32.5;0.0303;0.9818;-0.9713
32.5;0.0313;0.9746;-0.9730
32.5;0.0323;0.9672;-0.9615
32.5;0.0333;0.9587;-0.9503
32.5;0.0345;0.9492;-0.9400
32.5;0.0357;0.9379;-0.9245
32.5;0.0370;0.9229;-0.9030
32.5;0.0385;0.9079;-0.8823
32.5;0.0400;0.8892;-0.8598
32.5;0.0417;0.9212;-0.8882
32.5;0.0435;0.8976;-0.8588
32.5;0.0455;0.8754;-0.8250
32.5;0.0476;0.8478;-0.7889
32.5;0.0500;0.8187;-0.7483
32.5;0.0526;0.8310;-0.7425
32.5;0.0556;0.7926;-0.6931
32.5;0.0588;0.7614;-0.6399
32.5;0.0625;0.7504;-0.6055
32.5;0.0667;0.7152;-0.5396
32.5;0.0714;0.6984;-0.4911
32.5;0.0769;0.6580;-0.4067
32.5;0.0833;0.6425;-0.3328
32.5;0.0909;0.6232;-0.2414
32.5;0.1000;0.5925;-0.1127
32.5;0.1111;0.6071;0.0092
32.5;0.1250;0.6243;0.1934
32.5;0.1429;0.6883;0.4361
32.5;0.1667;0.8192;0.8032
32.5;0.2000;1.1055;1.4222
32.6;0.0200;0.7444;-0.7542
32.6;0.0204;0.8392;-0.8753
32.6;0.0208;0.7813;-0.7922
32.6;0.0213;0.8902;-0.9039
32.6;0.0217;0.8863;-0.8977
32.6;0.0222;0.9017;-0.9148
32.6;0.0227;0.9054;-0.9179
32.6;0.0233;0.9091;-0.9213
32.6;0.0238;0.9117;-0.9231
32.6;0.0244;0.9136;-0.9246
32.6;0.0250;0.9150;-0.9251
32.6;0.0256;0.9165;-0.9259
32.6;0.0263;0.9160;-0.9237
32.6;0.0270;0.9161;-0.9216
32.6;0.0278;0.9139;-0.9200
32.6;0.0286;0.9108;-0.9154
32.6;0.0294;0.9069;-0.9089
32.6;0.0303;0.9768;-0.9698
32.6;0.0313;0.9705;-0.9696
32.6;0.0323;0.9631;-0.9574
32.6;0.0333;0.9546;-0.9462
32.6;0.0345;0.9452;-0.9357
32.6;0.0357;0.9340;-0.9198
32.6;0.0370;0.9182;-0.8991
32.6;0.0385;0.9036;-0.8776
32.6;0.0400;0.8849;-0.8551
32.6;0.0417;0.9166;-0.8836
32.6;0.0435;0.8934;-0.8541
32.6;0.0455;0.8712;-0.8204
32.6;0.0476;0.8436;-0.7843
32.6;0.0500;0.8145;-0.7437
32.6;0.0526;0.8253;-0.7362
32.6;0.0556;0.7885;-0.6885
32.6;0.0588;0.7555;-0.6328
32.6;0.0625;0.7458;-0.6018
32.6;0.0667;0.7079;-0.5352
32.6;0.0714;0.6945;-0.4868
32.6;0.0769;0.6541;-0.4024
32.6;0.0833;0.6345;-0.3285
32.6;0.0909;0.6195;-0.2383
32.6;0.1000;0.5889;-0.1098
32.6;0.1111;0.6049;0.0131
32.6;0.1250;0.6224;0.1972
32.6;0.1429;0.6869;0.4362
32.6;0.1667;0.8166;0.8065
32.6;0.2000;1.1034;1.4250
32.7;0.0200;0.7426;-0.7529
32.7;0.0204;0.7635;-0.7776
32.7;0.0208;0.8656;-0.8808
32.7;0.0213;0.8880;-0.9013
32.7;0.0217;0.8841;-0.8956
32.7;0.0222;0.8994;-0.9119
32.7;0.0227;0.9029;-0.9150
32.7;0.0233;0.9066;-0.9182
32.7;0.0238;0.9088;-0.9201
32.7;0.0244;0.9107;-0.9213
32.7;0.0250;0.9122;-0.9219
32.7;0.0256;0.9135;-0.9227
32.7;0.0263;0.9201;-0.9087
32.7;0.0270;0.9179;-0.9075
32.7;0.0278;0.9103;-0.9173
32.7;0.0286;0.9077;-0.9121
32.7;0.0294;0.9045;-0.9014
32.7;0.0303;0.9745;-0.9600
32.7;0.0313;0.9698;-0.9596
32.7;0.0323;0.9587;-0.9538
32.7;0.0333;0.9535;-0.9440
32.7;0.0345;0.9411;-0.9314
32.7;0.0357;0.9292;-0.9170
32.7;0.0370;0.9143;-0.8968
32.7;0.0385;0.9008;-0.8770
32.7;0.0400;0.8806;-0.8505
32.7;0.0417;0.9123;-0.8790
32.7;0.0435;0.8887;-0.8491
32.7;0.0455;0.8656;-0.8149
32.7;0.0476;0.8389;-0.7792
32.7;0.0500;0.8098;-0.7392
32.7;0.0526;0.8217;-0.7317
32.7;0.0556;0.7839;-0.6834
32.7;0.0588;0.7514;-0.6284
32.7;0.0625;0.7417;-0.5973
32.7;0.0667;0.7039;-0.5308
32.7;0.0714;0.6906;-0.4808
32.7;0.0769;0.6464;-0.4033
32.7;0.0833;0.6324;-0.3243
32.7;0.0909;0.6130;-0.2373
32.7;0.1000;0.5864;-0.1057
32.7;0.1111;0.6015;0.0170
32.7;0.1250;0.6179;0.1995
32.7;0.1429;0.6824;0.4398
32.7;0.1667;0.8193;0.8077
32.7;0.2000;1.1013;1.4251
32.8;0.0200;0.7413;-0.7510
32.8;0.0204;0.8206;-0.8343
32.8;0.0208;0.7772;-0.7878
32.8;0.0213;0.8859;-0.8996
32.8;0.0217;0.8904;-0.9046
32.8;0.0222;0.8968;-0.9106
32.8;0.0227;0.9004;-0.9135
32.8;0.0233;0.9043;-0.9161
32.8;0.0238;0.9064;-0.9178
32.8;0.0244;0.9081;-0.9192
32.8;0.0250;0.9094;-0.9195
32.8;0.0256;0.9108;-0.9199
32.8;0.0263;0.9104;-0.9194
32.8;0.0270;0.9089;-0.9178
32.8;0.0278;0.9069;-0.9144
32.8;0.0286;0.9044;-0.9086
32.8;0.0294;0.8997;-0.9025
32.8;0.0303;0.9709;-0.9597
32.8;0.0313;0.9635;-0.9612
32.8;0.0323;0.9549;-0.9498
32.8;0.0333;0.9497;-0.9394
32.8;0.0345;0.9374;-0.9274
32.8;0.0357;0.9252;-0.9128
32.8;0.0370;0.9103;-0.8922
32.8;0.0385;0.8968;-0.8720
32.8;0.0400;0.8767;-0.8463
32.8;0.0417;0.9080;-0.8744
32.8;0.0435;0.8844;-0.8445
32.8;0.0455;0.8614;-0.8103
32.8;0.0476;0.8346;-0.7747
32.8;0.0500;0.8056;-0.7341
32.8;0.0526;0.8169;-0.7272
32.8;0.0556;0.7797;-0.6796
32.8;0.0588;0.7461;-0.6233
32.8;0.0625;0.7364;-0.5923
32.8;0.0667;0.7025;-0.5265
32.8;0.0714;0.6866;-0.4773
32.8;0.0769;0.6425;-0.3990
32.8;0.0833;0.6278;-0.3211
32.8;0.0909;0.6139;-0.2300
32.8;0.1000;0.5828;-0.1029
32.8;0.1111;0.5992;0.0183
32.8;0.1250;0.6146;0.2032
32.8;0.1429;0.6809;0.4415
32.8;0.1667;0.8166;0.8109
32.8;0.2000;1.1014;1.4279
32.9;0.0200;0.7392;-0.7508
32.9;0.0204;0.7607;-0.7719
32.9;0.0208;0.8609;-0.8780
32.9;0.0213;0.8840;-0.8968
32.9;0.0217;0.8887;-0.9013
32.9;0.0222;0.8948;-0.9072
32.9;0.0227;0.8982;-0.9102
32.9;0.0233;0.9018;-0.9131
32.9;0.0238;0.9039;-0.9146
32.9;0.0244;0.9057;-0.9157
32.9;0.0250;0.9066;-0.9161
32.9;0.0256;0.9075;-0.9160
32.9;0.0263;0.9077;-0.9169
32.9;0.0270;0.9060;-0.9140
32.9;0.0278;0.9040;-0.9106
32.9;0.0286;0.9052;-0.8941
32.9;0.0294;0.8970;-0.8994
32.9;0.0303;0.9673;-0.9525
32.9;0.0313;0.9624;-0.9519
32.9;0.0323;0.9511;-0.9455
32.9;0.0333;0.9456;-0.9358
32.9;0.0345;0.9333;-0.9232
32.9;0.0357;0.9211;-0.9085
32.9;0.0370;0.9062;-0.8880
32.9;0.0385;0.8924;-0.8683
32.9;0.0400;0.8723;-0.8417
32.9;0.0417;0.9032;-0.8698
32.9;0.0435;0.8801;-0.8400
32.9;0.0455;0.8566;-0.8058
32.9;0.0476;0.8299;-0.7697
32.9;0.0500;0.8009;-0.7297
32.9;0.0526;0.8127;-0.7234
32.9;0.0556;0.7777;-0.6734
32.9;0.0588;0.7437;-0.6215
32.9;0.0625;0.7329;-0.5872
32.9;0.0667;0.6985;-0.5222
32.9;0.0714;0.6826;-0.4731
32.9;0.0769;0.6393;-0.3948
32.9;0.0833;0.6248;-0.3169
32.9;0.0909;0.6102;-0.2270
32.9;0.1000;0.5802;-0.0989
32.9;0.1111;0.5969;0.0222
32.9;0.1250;0.6139;0.2054
32.9;0.1429;0.6809;0.4450
32.9;0.1667;0.8157;0.8120
32.9;0.2000;1.1035;1.4307
33;0.0200;0.7382;-0.7478
33;0.0204;0.8138;-0.8325
33;0.0208;0.7741;-0.7831
33;0.0213;0.8821;-0.8952
33;0.0217;0.8867;-0.8997
33;0.0222;0.8928;-0.9053
33;0.0227;0.8960;-0.9081
33;0.0233;0.8995;-0.9111
33;0.0238;0.9014;-0.9127
33;0.0244;0.9030;-0.9136
33;0.0250;0.9042;-0.9138
33;0.0256;0.9046;-0.9129
33;0.0263;0.9051;-0.9128
33;0.0270;0.9036;-0.9107
33;0.0278;0.9011;-0.9071
33;0.0286;0.8987;-0.9014
33;0.0294;0.8936;-0.8951
33;0.0303;0.9607;-0.9597
33;0.0313;0.9561;-0.9536
33;0.0323;0.9479;-0.9419
33;0.0333;0.9392;-0.9294
33;0.0345;0.9295;-0.9190
33;0.0357;0.9160;-0.9009
33;0.0370;0.9014;-0.8803
33;0.0385;0.8868;-0.8604
33;0.0400;0.8679;-0.8372
33;0.0417;0.8992;-0.8653
33;0.0435;0.8757;-0.8355
33;0.0455;0.8536;-0.8013
33;0.0476;0.8255;-0.7652
33;0.0500;0.7966;-0.7252
33;0.0526;0.8085;-0.7189
33;0.0556;0.7707;-0.6696
33;0.0588;0.7396;-0.6165
33;0.0625;0.7307;-0.5836
33;0.0667;0.6917;-0.5179
33;0.0714;0.6786;-0.4688
33;0.0769;0.6369;-0.3906
33;0.0833;0.6217;-0.3137
33;0.0909;0.6101;-0.2230
33;0.1000;0.5765;-0.0961
33;0.1111;0.5934;0.0260
33;0.1250;0.6106;0.2076
33;0.1429;0.6763;0.4467
33;0.1667;0.8113;0.8151
33;0.2000;1.1014;1.4334
33.1;0.0200;0.7359;-0.7472
33.1;0.0204;0.7559;-0.7694
33.1;0.0208;0.8577;-0.8727
33.1;0.0213;0.8797;-0.8923
33.1;0.0217;0.8756;-0.8865
33.1;0.0222;0.8903;-0.9025
33.1;0.0227;0.8936;-0.9051
33.1;0.0233;0.8969;-0.9079
33.1;0.0238;0.8987;-0.9093
33.1;0.0244;0.9003;-0.9102
33.1;0.0250;0.9013;-0.9104
33.1;0.0256;0.9023;-0.9109
33.1;0.0263;0.9080;-0.8969
33.1;0.0270;0.9000;-0.9078
33.1;0.0278;0.8978;-0.9039
33.1;0.0286;0.8950;-0.8986
33.1;0.0294;0.8913;-0.8874
33.1;0.0303;0.9574;-0.9561
33.1;0.0313;0.9549;-0.9440
33.1;0.0323;0.9440;-0.9380
33.1;0.0333;0.9353;-0.9256
33.1;0.0345;0.9254;-0.9148
33.1;0.0357;0.9118;-0.8968
33.1;0.0370;0.8973;-0.8769
33.1;0.0385;0.8828;-0.8563
33.1;0.0400;0.8639;-0.8327
33.1;0.0417;0.8948;-0.8604
33.1;0.0435;0.8713;-0.8305
33.1;0.0455;0.8492;-0.7969
33.1;0.0476;0.8212;-0.7608
33.1;0.0500;0.7923;-0.7203
33.1;0.0526;0.8037;-0.7128
33.1;0.0556;0.7665;-0.6652
33.1;0.0588;0.7336;-0.6096
33.1;0.0625;0.7246;-0.5793
33.1;0.0667;0.6876;-0.5136
33.1;0.0714;0.6745;-0.4646
33.1;0.0769;0.6337;-0.3865
33.1;0.0833;0.6170;-0.3096
33.1;0.0909;0.6073;-0.2190
33.1;0.1000;0.5739;-0.0933
33.1;0.1111;0.5910;0.0285
33.1;0.1250;0.6073;0.2113
33.1;0.1429;0.6748;0.4484
33.1;0.1667;0.8086;0.8161
33.1;0.2000;1.0970;1.4334
33.2;0.0200;0.7349;-0.7449
33.2;0.0204;0.7550;-0.7684
33.2;0.0208;0.8559;-0.8707
33.2;0.0213;0.8775;-0.8903
33.2;0.0217;0.8816;-0.8949
33.2;0.0222;0.8876;-0.9006
33.2;0.0227;0.8907;-0.9031
33.2;0.0233;0.8943;-0.9054
33.2;0.0238;0.8963;-0.9066
33.2;0.0244;0.8975;-0.9076
33.2;0.0250;0.8983;-0.9077
33.2;0.0256;0.8994;-0.9080
33.2;0.0263;0.8982;-0.9083
33.2;0.0270;0.8965;-0.9052
33.2;0.0278;0.8940;-0.9014
33.2;0.0286;0.8918;-0.8952
33.2;0.0294;0.8867;-0.8893
33.2;0.0303;0.9537;-0.9525
33.2;0.0313;0.9513;-0.9401
33.2;0.0323;0.9404;-0.9338
33.2;0.0333;0.9314;-0.9217
33.2;0.0345;0.9215;-0.9106
33.2;0.0357;0.9077;-0.8926
33.2;0.0370;0.8932;-0.8728
33.2;0.0385;0.8787;-0.8518
33.2;0.0400;0.8598;-0.8282
33.2;0.0417;0.8904;-0.8559
33.2;0.0435;0.8669;-0.8261
33.2;0.0455;0.8448;-0.7924
33.2;0.0476;0.8168;-0.7558
33.2;0.0500;0.7879;-0.7159
33.2;0.0526;0.7993;-0.7096
33.2;0.0556;0.7622;-0.6603
33.2;0.0588;0.7293;-0.6053
33.2;0.0625;0.7198;-0.5744
33.2;0.0667;0.6868;-0.5094
33.2;0.0714;0.6704;-0.4604
33.2;0.0769;0.6297;-0.3823
33.2;0.0833;0.6139;-0.3056
33.2;0.0909;0.6034;-0.2160
33.2;0.1000;0.5712;-0.0895
33.2;0.1111;0.5874;0.0309
33.2;0.1250;0.6052;0.2134
33.2;0.1429;0.6732;0.4500
33.2;0.1667;0.8111;0.8192
33.2;0.2000;1.0970;1.4333
33.3;0.0200;0.7336;-0.7431
33.3;0.0204;0.8124;-0.8242
33.3;0.0208;0.7683;-0.7778
33.3;0.0213;0.8757;-0.8886
33.3;0.0217;0.8796;-0.8933
33.3;0.0222;0.8855;-0.8988
33.3;0.0227;0.8887;-0.9011
33.3;0.0233;0.8921;-0.9032
33.3;0.0238;0.8940;-0.9045
33.3;0.0244;0.8953;-0.9053
33.3;0.0250;0.8959;-0.9052
33.3;0.0256;0.8968;-0.9050
33.3;0.0263;0.8956;-0.9037
33.3;0.0270;0.8937;-0.9021
33.3;0.0278;0.8913;-0.8977
33.3;0.0286;0.8882;-0.8916
33.3;0.0294;0.8833;-0.8851
33.3;0.0303;0.9550;-0.9412
33.3;0.0313;0.9445;-0.9422
33.3;0.0323;0.9358;-0.9303
33.3;0.0333;0.9305;-0.9197
33.3;0.0345;0.9176;-0.9065
33.3;0.0357;0.9060;-0.8897
33.3;0.0370;0.8901;-0.8688
33.3;0.0385;0.8760;-0.8502
33.3;0.0400;0.8557;-0.8238
33.3;0.0417;0.8867;-0.8519
33.3;0.0435;0.8638;-0.8203
33.3;0.0455;0.8395;-0.7885
33.3;0.0476;0.8120;-0.7510
33.3;0.0500;0.7840;-0.7115
33.3;0.0526;0.7950;-0.7042
33.3;0.0556;0.7579;-0.6566
33.3;0.0588;0.7251;-0.6010
33.3;0.0625;0.7162;-0.5701
33.3;0.0667;0.6793;-0.5045
33.3;0.0714;0.6678;-0.4563
33.3;0.0769;0.6256;-0.3782
33.3;0.0833;0.6099;-0.3025
33.3;0.0909;0.6005;-0.2121
33.3;0.1000;0.5685;-0.0856
33.3;0.1111;0.5850;0.0360
33.3;0.1250;0.6044;0.2154
33.3;0.1429;0.6715;0.4534
33.3;0.1667;0.8084;0.8202
33.3;0.2000;1.0947;1.4359
33.4;0.0200;0.7316;-0.7421
33.4;0.0204;0.8396;-0.8538
33.4;0.0208;0.7658;-0.7760
33.4;0.0213;0.8736;-0.8860
33.4;0.0217;0.8778;-0.8900
33.4;0.0222;0.8835;-0.8954
33.4;0.0227;0.8866;-0.8977
33.4;0.0233;0.8896;-0.9004
33.4;0.0238;0.8911;-0.9014
33.4;0.0244;0.8925;-0.9021
33.4;0.0250;0.8931;-0.9019
33.4;0.0256;0.8936;-0.9013
33.4;0.0263;0.8930;-0.9014
33.4;0.0270;0.8911;-0.8981
33.4;0.0278;0.8885;-0.8943
33.4;0.0286;0.8861;-0.8859
33.4;0.0294;0.8806;-0.8821
33.4;0.0303;0.9513;-0.9345
33.4;0.0313;0.9424;-0.9361
33.4;0.0323;0.9322;-0.9265
33.4;0.0333;0.9265;-0.9156
33.4;0.0345;0.9137;-0.9024
33.4;0.0357;0.9017;-0.8856
33.4;0.0370;0.8859;-0.8651
33.4;0.0385;0.8719;-0.8466
33.4;0.0400;0.8516;-0.8198
33.4;0.0417;0.8822;-0.8475
33.4;0.0435;0.8593;-0.8154
33.4;0.0455;0.8351;-0.7842
33.4;0.0476;0.8080;-0.7466
33.4;0.0500;0.7796;-0.7067
33.4;0.0526;0.7911;-0.7004
33.4;0.0556;0.7563;-0.6505
33.4;0.0588;0.7231;-0.5987
33.4;0.0625;0.7144;-0.5659
33.4;0.0667;0.6757;-0.5011
33.4;0.0714;0.6636;-0.4522
33.4;0.0769;0.6223;-0.3751
33.4;0.0833;0.6076;-0.2976
33.4;0.0909;0.5975;-0.2092
33.4;0.1000;0.5647;-0.0829
33.4;0.1111;0.5825;0.0371
33.4;0.1250;0.5997;0.2190
33.4;0.1429;0.6699;0.4549
33.4;0.1667;0.8073;0.8232
33.4;0.2000;1.0946;1.4385
33.5;0.0200;0.7305;-0.7398
33.5;0.0204;0.8062;-0.8239
33.5;0.0208;0.7640;-0.7747
33.5;0.0213;0.8716;-0.8841
33.5;0.0217;0.8669;-0.8774
33.5;0.0222;0.8814;-0.8936
33.5;0.0227;0.8843;-0.8958
33.5;0.0233;0.8871;-0.8983
33.5;0.0238;0.8889;-0.8991
33.5;0.0244;0.8901;-0.8996
33.5;0.0250;0.8906;-0.8995
33.5;0.0256;0.8911;-0.8991
33.5;0.0263;0.8909;-0.8919
33.5;0.0270;0.8885;-0.8913
33.5;0.0278;0.8857;-0.8907
33.5;0.0286;0.8820;-0.8850
33.5;0.0294;0.8768;-0.8774
33.5;0.0303;0.9464;-0.9326
33.5;0.0313;0.9380;-0.9336
33.5;0.0323;0.9285;-0.9227
33.5;0.0333;0.9229;-0.9115
33.5;0.0345;0.9098;-0.8983
33.5;0.0357;0.8978;-0.8815
33.5;0.0370;0.8821;-0.8603
33.5;0.0385;0.8681;-0.8418
33.5;0.0400;0.8474;-0.8154
33.5;0.0417;0.8781;-0.8431
33.5;0.0435;0.8552;-0.8111
33.5;0.0455;0.8310;-0.7793
33.5;0.0476;0.8035;-0.7418
33.5;0.0500;0.7752;-0.7024
33.5;0.0526;0.7862;-0.6945
33.5;0.0556;0.7497;-0.6469
33.5;0.0588;0.7170;-0.5926
33.5;0.0625;0.7083;-0.5617
33.5;0.0667;0.6715;-0.4969
33.5;0.0714;0.6602;-0.4481
33.5;0.0769;0.6190;-0.3710
33.5;0.0833;0.6045;-0.2946
33.5;0.0909;0.5945;-0.2053
33.5;0.1000;0.5619;-0.0803
33.5;0.1111;0.5788;0.0394
33.5;0.1250;0.5988;0.2210
33.5;0.1429;0.6712;0.4583
33.5;0.1667;0.8063;0.8241
33.5;0.2000;1.0923;1.4384
33.6;0.0200;0.7282;-0.7394
33.6;0.0204;0.8363;-0.8504
33.6;0.0208;0.7619;-0.7730
33.6;0.0213;0.8692;-0.8816
33.6;0.0217;0.8649;-0.8753
33.6;0.0222;0.8790;-0.8907
