R,hr,Value1,Value2
43.6,10,-0.671878,0.668671
43.6,11,-0.667204,0.666084
43.6,12,-0.66303,0.662686
43.6,13,-0.657414,0.658184
43.6,14,-0.651514,0.652977
43.6,15,-0.644789,0.647259
43.6,16,-0.637973,0.641749
43.6,17,-0.631608,0.633862
43.6,18,-0.621222,0.626612
43.6,19,-0.610816,0.618126
43.6,20,-0.599194,0.609146
43.6,21,-0.587169,0.598462
43.6,22,-0.621688,0.649306
43.6,23,-0.614199,0.639535
43.6,24,-0.601457,0.62336
43.6,25,-0.586773,0.61171
43.6,26,-0.569574,0.596839
43.6,27,-0.549952,0.58159
43.6,28,-0.526061,0.562971
43.6,29,-0.50716,0.548252
43.6,30,-0.478593,0.526335
43.6,31,-0.498048,0.549996
43.6,32,-0.468268,0.530552
43.6,33,-0.437064,0.506557
43.6,34,-0.402175,0.483071
43.6,35,-0.368928,0.458665
43.6,36,-0.363182,0.470795
43.6,37,-0.320574,0.44568
43.6,38,-0.275725,0.417499
43.6,39,-0.252135,0.416661
43.6,40,-0.200088,0.390668
43.6,41,-0.159618,0.389145
43.6,42,-0.0940974,0.363806
43.6,43,-0.0388336,0.365612
43.6,44,0.0352123,0.371468
43.6,45,0.14037,0.360942
43.6,46,0.240397,0.398678
43.6,47,0.399384,0.442411
43.6,48,0.615087,0.535518
43.6,49,0.958921,0.695624
43.6,50,1.55069,1.02462
43.7,5,-0.576101,0.571874
43.7,6,-0.582388,0.576764
43.7,7,-0.663623,0.657501
43.7,8,-0.673003,0.669677
43.7,9,-0.670651,0.66781
43.7,10,-0.669803,0.666735
43.7,11,-0.665617,0.663593
43.7,12,-0.660987,0.660532
43.7,13,-0.655636,0.655913
43.7,14,-0.649507,0.650824
43.7,15,-0.642541,0.645229
43.7,16,-0.635738,0.639596
43.7,17,-0.629387,0.63184
43.7,18,-0.618733,0.62446
43.7,19,-0.609204,0.615286
43.7,20,-0.596721,0.606711
43.7,21,-0.584703,0.596165
43.7,22,-0.619231,0.646858
43.7,23,-0.611423,0.637234
43.7,24,-0.599019,0.620894
43.7,25,-0.582591,0.608074
43.7,26,-0.566793,0.59435
43.7,27,-0.54604,0.57749
43.7,28,-0.524061,0.560826
43.7,29,-0.500301,0.54208
43.7,30,-0.475807,0.52419
43.7,31,-0.495259,0.547646
43.7,32,-0.465477,0.527977
43.7,33,-0.434757,0.50419
43.7,34,-0.39989,0.480454
43.7,35,-0.366668,0.456276
43.7,36,-0.360949,0.468131
43.7,37,-0.318371,0.438787
43.7,38,-0.273556,0.415368
43.7,39,-0.250004,0.414218
43.7,40,-0.198002,0.388545
43.7,41,-0.158376,0.388118
43.7,42,-0.0921225,0.362479
43.7,43,-0.0369296,0.365642
43.7,44,0.0359917,0.370308
43.7,45,0.140924,0.359375
43.7,46,0.241978,0.395457
43.7,47,0.400793,0.439713
43.7,48,0.616264,0.533504
43.7,49,0.959768,0.696316
43.7,50,1.55104,1.01841
43.8,5,-0.575004,0.570191
43.8,6,-0.580693,0.575194
43.8,7,-0.661734,0.655845
43.8,8,-0.671133,0.667929
43.8,9,-0.668575,0.665964
43.8,10,-0.667742,0.664788
43.8,11,-0.663099,0.662211
43.8,12,-0.658958,0.658596
43.8,13,-0.653376,0.6541
43.8,14,-0.647259,0.648899
43.8,15,-0.640305,0.643187
43.8,16,-0.633783,0.637431
43.8,17,-0.627178,0.629545
43.8,18,-0.616539,0.622295
43.8,19,-0.606446,0.613809
43.8,20,-0.594558,0.604547
43.8,21,-0.582251,0.593854
43.8,22,-0.616786,0.644699
43.8,23,-0.608987,0.63492
43.8,24,-0.596593,0.618734
43.8,25,-0.580176,0.605749
43.8,26,-0.56439,0.591848
43.8,27,-0.543272,0.575154
43.8,28,-0.521683,0.558668
43.8,29,-0.49753,0.53973
43.8,30,-0.473459,0.521633
43.8,31,-0.492927,0.545284
43.8,32,-0.463163,0.525389
43.8,33,-0.432463,0.501809
43.8,34,-0.397108,0.478302
43.8,35,-0.363882,0.454376
43.8,36,-0.358728,0.465984
43.8,37,-0.316181,0.441402
43.8,38,-0.2714,0.413225
43.8,39,-0.247202,0.412395
43.8,40,-0.193725,0.389792
43.8,41,-0.156354,0.386351
43.8,42,-0.0901607,0.360354
43.8,43,-0.0350388,0.363098
43.8,44,0.0377968,0.369136
43.8,45,0.142624,0.357796
43.8,46,0.243545,0.396842
43.8,47,0.402188,0.438309
43.8,48,0.617427,0.532984
43.8,49,0.960601,0.695223
43.8,50,1.55136,1.0165
43.9,5,-0.573713,0.568891
43.9,6,-0.579011,0.57361
43.9,7,-0.659859,0.654177
43.9,8,-0.669275,0.666168
43.9,9,-0.666737,0.664105
43.9,10,-0.665924,0.663046
43.9,11,-0.661066,0.660144
43.9,12,-0.656941,0.656646
43.9,13,-0.651129,0.652038
43.9,14,-0.645024,0.646961
43.9,15,-0.638083,0.641133
43.9,16,-0.631573,0.635507
43.9,17,-0.624983,0.627497
43.9,18,-0.614358,0.620117
43.9,19,-0.60399,0.611495
43.9,20,-0.592111,0.60237
43.9,21,-0.580119,0.591532
43.9,22,-0.614354,0.642226
43.9,23,-0.606564,0.632593
43.9,24,-0.593841,0.616242
43.9,25,-0.577774,0.603412
43.9,26,-0.561999,0.589334
43.9,27,-0.540893,0.572805
43.9,28,-0.519318,0.556128
43.9,29,-0.495179,0.537368
43.9,30,-0.471123,0.519463
43.9,31,-0.490164,0.54291
43.9,32,-0.460398,0.523223
43.9,33,-0.429696,0.499872
43.9,34,-0.394849,0.476138
43.9,35,-0.361648,0.451962
43.9,36,-0.356521,0.463825
43.9,37,-0.314004,0.439525
43.9,38,-0.269257,0.411069
43.9,39,-0.246468,0.411826
43.9,40,-0.1924,0.384261
43.9,41,-0.154345,0.384572
43.9,42,-0.088212,0.359002
43.9,43,-0.0331612,0.361396
43.9,44,0.0395888,0.367017
43.9,45,0.144311,0.356204
43.9,46,0.243788,0.395906
43.9,47,0.40357,0.439509
43.9,48,0.618577,0.532452
43.9,49,0.961421,0.694118
43.9,50,1.55441,1.01674
44.0,5,-0.570992,0.567973
44.0,6,-0.634206,0.628608
44.0,7,-0.577084,0.575402
44.0,8,-0.668091,0.664394
44.0,9,-0.665361,0.662449
44.0,10,-0.664578,0.661293
44.0,11,-0.660224,0.658065
44.0,12,-0.65542,0.654914
44.0,13,-0.649884,0.649965
44.0,14,-0.643562,0.644771
44.0,15,-0.636653,0.639313
44.0,16,-0.62911,0.633316
44.0,17,-0.621429,0.625698
44.0,18,-0.61219,0.618463
44.0,19,-0.602417,0.609167
44.0,20,-0.589974,0.600181
44.0,21,-0.577384,0.589488
44.0,22,-0.614794,0.639741
44.0,23,-0.609074,0.628084
44.0,24,-0.591441,0.613738
44.0,25,-0.575034,0.601062
44.0,26,-0.559621,0.58715
44.0,27,-0.539282,0.57151
44.0,28,-0.515791,0.553945
44.0,29,-0.492841,0.534993
44.0,30,-0.468376,0.516881
44.0,31,-0.487858,0.540523
44.0,32,-0.45811,0.52061
44.0,33,-0.427428,0.497467
44.0,34,-0.392604,0.473961
44.0,35,-0.359427,0.449535
44.0,36,-0.353189,0.461653
44.0,37,-0.31184,0.432594
44.0,38,-0.267127,0.408901
44.0,39,-0.245061,0.408713
44.0,40,-0.194027,0.386838
44.0,41,-0.15235,0.382781
44.0,42,-0.0879977,0.356853
44.0,43,-0.0303551,0.361389
44.0,44,0.0413676,0.365821
44.0,45,0.145984,0.355635
44.0,46,0.246639,0.392649
44.0,47,0.404938,0.436775
44.0,48,0.619713,0.531909
44.0,49,0.962227,0.698324
44.0,50,1.55471,1.01696
44.1,5,-0.570344,0.565661
44.1,6,-0.575685,0.570406
44.1,7,-0.65636,0.650598
44.1,8,-0.665598,0.662399
44.1,9,-0.662873,0.660351
44.1,10,-0.661864,0.659307
44.1,11,-0.657038,0.656421
44.1,12,-0.652704,0.65271
44.1,13,-0.647168,0.648114
44.1,14,-0.640846,0.642808
44.1,15,-0.633936,0.636986
44.1,16,-0.627192,0.631114
44.1,17,-0.620355,0.623105
44.1,18,-0.609752,0.615725
44.1,19,-0.599407,0.607103
44.1,20,-0.587551,0.597979
44.1,21,-0.575278,0.587141
44.1,22,-0.609529,0.637544
44.1,23,-0.601757,0.627592
44.1,24,-0.589054,0.611541
44.1,25,-0.572658,0.598369
44.1,26,-0.556893,0.584611
44.1,27,-0.535798,0.56807
44.1,28,-0.514235,0.55138
44.1,29,-0.490108,0.532606
44.1,30,-0.466067,0.514687
44.1,31,-0.48512,0.538124
44.1,32,-0.455834,0.518419
44.1,33,-0.424687,0.495049
44.1,34,-0.39037,0.471294
44.1,35,-0.357218,0.447598
44.1,36,-0.351576,0.459469
44.1,37,-0.309688,0.435173
44.1,38,-0.26501,0.406721
44.1,39,-0.242982,0.406854
44.1,40,-0.191993,0.384666
44.1,41,-0.150367,0.380978
44.1,42,-0.0852143,0.355477
44.1,43,-0.0303865,0.357101
44.1,44,0.0431333,0.364613
44.1,45,0.147644,0.35402
44.1,46,0.246856,0.392844
44.1,47,0.406293,0.435336
44.1,48,0.620835,0.531354
44.1,49,0.963019,0.693648
44.1,50,1.555,1.01502
44.2,5,-0.567855,0.564916
44.2,6,-0.652403,0.648531
44.2,7,-0.575117,0.568908
44.2,8,-0.664219,0.660811
44.2,9,-0.661522,0.65867
44.2,10,-0.660544,0.657529
44.2,11,-0.65575,0.654541
44.2,12,-0.651208,0.650953
44.2,13,-0.645454,0.646251
44.2,14,-0.639155,0.641075
44.2,15,-0.632271,0.635141
44.2,16,-0.625021,0.629152
44.2,17,-0.617101,0.621541
44.2,18,-0.607609,0.614046
44.2,19,-0.597279,0.605301
44.2,20,-0.58544,0.595765
44.2,21,-0.572568,0.584781
44.2,22,-0.607135,0.636236
44.2,23,-0.600684,0.623988
44.2,24,-0.586679,0.609012
44.2,25,-0.569943,0.596326
44.2,26,-0.55454,0.58206
44.2,27,-0.534211,0.566751
44.2,28,-0.510733,0.549172
44.2,29,-0.487796,0.530207
44.2,30,-0.463769,0.51208
44.2,31,-0.482839,0.535712
44.2,32,-0.453108,0.516217
44.2,33,-0.422444,0.492619
44.2,34,-0.387639,0.469093
44.2,35,-0.355022,0.445147
44.2,36,-0.348838,0.457273
44.2,37,-0.30755,0.433259
44.2,38,-0.262906,0.405123
44.2,39,-0.239547,0.404349
44.2,40,-0.187767,0.379097
44.2,41,-0.14919,0.379163
44.2,42,-0.0841651,0.354089
44.2,43,-0.0285478,0.354509
44.2,44,0.0448862,0.363394
44.2,45,0.148133,0.352393
44.2,46,0.248371,0.391872
44.2,47,0.407635,0.433886
44.2,48,0.621945,0.530788
44.2,49,0.963797,0.692509
44.2,50,1.55527,1.01522
44.3,5,-0.566408,0.563369
44.3,6,-0.63138,0.621542
44.3,7,-0.572433,0.570478
44.3,8,-0.662411,0.659
44.3,9,-0.659509,0.656977
44.3,10,-0.658546,0.655519
44.3,11,-0.653767,0.652649
44.3,12,-0.649242,0.648954
44.3,13,-0.643505,0.644376
44.3,14,-0.636971,0.639088
44.3,15,-0.630099,0.633037
44.3,16,-0.622862,0.627179
44.3,17,-0.614681,0.619444
44.3,18,-0.605478,0.611819
44.3,19,-0.594874,0.603212
44.3,20,-0.583043,0.593538
44.3,21,-0.570487,0.582701
44.3,22,-0.607612,0.633113
44.3,23,-0.600936,0.620992
44.3,24,-0.584656,0.60647
44.3,25,-0.569696,0.594933
44.3,26,-0.551836,0.579839
44.3,27,-0.532261,0.564708
44.3,28,-0.507635,0.546214
44.3,29,-0.489977,0.531248
44.3,30,-0.46106,0.509861
44.3,31,-0.480127,0.533288
44.3,32,-0.450858,0.513567
44.3,33,-0.420214,0.490178
44.3,34,-0.386453,0.46688
44.3,35,-0.352301,0.443186
44.3,36,-0.346681,0.455065
44.3,37,-0.304821,0.430772
44.3,38,-0.260814,0.402919
44.3,39,-0.237494,0.402466
44.3,40,-0.185758,0.377578
44.3,41,-0.146439,0.376609
44.3,42,-0.0814073,0.351904
44.3,43,-0.0267219,0.355321
44.3,44,0.0455872,0.361227
44.3,45,0.149767,0.350755
44.3,46,0.249872,0.390889
44.3,47,0.407457,0.433732
44.3,48,0.623041,0.528705
44.3,49,0.964562,0.691359
44.3,50,1.55553,1.01541
44.4,5,-0.564561,0.56181
44.4,6,-0.64894,0.645263
44.4,7,-0.571695,0.565657
44.4,8,-0.660616,0.657178
44.4,9,-0.657733,0.655057
44.4,10,-0.65679,0.653717
44.4,11,-0.651797,0.650745
44.4,12,-0.647288,0.647173
44.4,13,-0.641568,0.642253
44.4,14,-0.635052,0.636848
44.4,15,-0.627939,0.630921
44.4,16,-0.620715,0.624939
44.4,17,-0.612823,0.617335
44.4,18,-0.603078,0.609848
44.4,19,-0.592771,0.601111
44.4,20,-0.580658,0.5913
44.4,21,-0.56811,0.580609
44.4,22,-0.602067,0.632081
44.4,23,-0.595625,0.619223
44.4,24,-0.582306,0.604237
44.4,25,-0.566655,0.592535
44.4,26,-0.549509,0.577607
44.4,27,-0.529945,0.562654
44.4,28,-0.504942,0.543613
44.4,29,-0.487281,0.528825
44.4,30,-0.458788,0.50763
44.4,31,-0.477871,0.530853
44.4,32,-0.448156,0.51134
44.4,33,-0.41751,0.488179
44.4,34,-0.383747,0.464177
44.4,35,-0.35013,0.440711
44.4,36,-0.343969,0.452845
44.4,37,-0.302707,0.428834
44.4,38,-0.258735,0.400703
44.4,39,-0.236138,0.399938
44.4,40,-0.183028,0.375369
44.4,41,-0.144495,0.37477
44.4,42,-0.0803835,0.350492
44.4,43,-0.0249087,0.354413
44.4,44,0.0473144,0.359984
44.4,45,0.151388,0.350139
44.4,46,0.251361,0.391049
44.4,47,0.408773,0.432259
44.4,48,0.624123,0.528116
44.4,49,0.965314,0.691972
44.4,50,1.55577,1.01344
44.5,5,-0.564582,0.559844
44.5,6,-0.569392,0.564254
44.5,7,-0.649083,0.643703
44.5,8,-0.658173,0.655344
44.5,9,-0.655295,0.653125
44.5,10,-0.654126,0.651683
44.5,11,-0.649603,0.64838
44.5,12,-0.644622,0.644921
44.5,13,-0.639149,0.639883
44.5,14,-0.632639,0.634596
44.5,15,-0.625272,0.628793
44.5,16,-0.618314,0.622941
44.5,17,-0.611524,0.614693
44.5,18,-0.600972,0.607061
44.5,19,-0.590971,0.597897
44.5,20,-0.578285,0.589049
44.5,21,-0.566053,0.578212
44.5,22,-0.59971,0.628333
44.5,23,-0.591966,0.618373
44.5,24,-0.579969,0.601991
44.5,25,-0.564328,0.590124
44.5,26,-0.54683,0.575019
44.5,27,-0.527265,0.560231
44.5,28,-0.503435,0.541369
44.5,29,-0.485006,0.526773
44.5,30,-0.456104,0.505386
44.5,31,-0.475184,0.528405
44.5,32,-0.445931,0.509101
44.5,33,-0.415305,0.485713
44.5,34,-0.381564,0.461939
44.5,35,-0.347972,0.438726
44.5,36,-0.342406,0.450613
44.5,37,-0.301812,0.422402
44.5,38,-0.256668,0.399069
44.5,39,-0.234795,0.400562
44.5,40,-0.181044,0.373826
44.5,41,-0.142563,0.372919
44.5,42,-0.077651,0.349069
44.5,43,-0.0221666,0.353494
44.5,44,0.049029,0.358729
44.5,45,0.152997,0.348477
44.5,46,0.252836,0.386579
44.5,47,0.410076,0.430774
44.5,48,0.625193,0.527516
44.5,49,0.966052,0.694349
44.5,50,1.55874,1.01361
44.6,5,-0.562347,0.558459
44.6,6,-0.567376,0.562384
44.6,7,-0.647294,0.64195
44.6,8,-0.656183,0.653497
44.6,9,-0.653318,0.651395
44.6,10,-0.652164,0.649856
44.6,11,-0.647186,0.6469
44.6,12,-0.642693,0.643115
44.6,13,-0.636742,0.638207
44.6,14,-0.630491,0.632814
44.6,15,-0.623136,0.6269
44.6,16,-0.616192,0.620932
44.6,17,-0.609416,0.61256
44.6,18,-0.598597,0.605066
44.6,19,-0.588023,0.596323
44.6,20,-0.576223,0.58707
44.6,21,-0.563701,0.576096
44.6,22,-0.597366,0.625775
44.6,23,-0.58963,0.615961
44.6,24,-0.577305,0.599414
44.6,25,-0.561663,0.587701
44.6,26,-0.544527,0.572762
44.6,27,-0.524975,0.557797
44.6,28,-0.501158,0.539113
44.6,29,-0.482335,0.524326
44.6,30,-0.453856,0.502732
44.6,31,-0.472952,0.526361
44.6,32,-0.443718,0.50685
44.6,33,-0.413113,0.483691
44.6,34,-0.379394,0.45969
44.6,35,-0.345826,0.43673
44.6,36,-0.340286,0.448369
44.6,37,-0.298518,0.424362
44.6,38,-0.254614,0.396829
44.6,39,-0.23004,0.396745
44.6,40,-0.178339,0.374302
44.6,41,-0.140643,0.371057
44.6,42,-0.0757916,0.346848
44.6,43,-0.02132,0.349147
44.6,44,0.050731,0.357463
44.6,45,0.154593,0.347838
44.6,46,0.252989,0.387872
44.6,47,0.411366,0.430586
44.6,48,0.62625,0.526905
44.6,49,0.966777,0.689617
44.6,50,1.55895,1.01377
44.7,5,-0.560331,0.557654
44.7,6,-0.643732,0.64027
44.7,7,-0.566546,0.560587
44.7,8,-0.655085,0.651849
44.7,9,-0.652029,0.649654
44.7,10,-0.650905,0.648237
44.7,11,-0.645959,0.645184
44.7,12,-0.641258,0.641298
44.7,13,-0.635336,0.636283
44.7,14,-0.628862,0.63102
44.7,15,-0.621533,0.624995
44.7,16,-0.614082,0.618656
44.7,17,-0.606223,0.611197
44.7,18,-0.596515,0.603327
44.7,19,-0.585956,0.594461
44.7,20,-0.573875,0.584796
44.7,21,-0.561054,0.573968
44.7,22,-0.595034,0.625308
44.7,23,-0.588291,0.612296
44.7,24,-0.574992,0.597144
44.7,25,-0.559361,0.585598
44.7,26,-0.542236,0.570494
44.7,27,-0.522696,0.555351
44.7,28,-0.497718,0.536845
44.7,29,-0.480085,0.521867
44.7,30,-0.451621,0.500465
44.7,31,-0.47029,0.52389
44.7,32,-0.441053,0.504588
44.7,33,-0.410446,0.481201
44.7,34,-0.376725,0.457429
44.7,35,-0.343154,0.434219
44.7,36,-0.337611,0.446643
44.7,37,-0.296441,0.422388
44.7,38,-0.252572,0.395172
44.7,39,-0.229406,0.39608
44.7,40,-0.17638,0.369351
44.7,41,-0.138736,0.369183
44.7,42,-0.0756658,0.345402
44.7,43,-0.0204859,0.346496
44.7,44,0.0524205,0.356185
44.7,45,0.156177,0.346154
44.7,46,0.25575,0.386843
44.7,47,0.412643,0.429079
44.7,48,0.627294,0.524777
44.7,49,0.967489,0.688423
44.7,50,1.55916,1.01392
44.8,5,-0.559357,0.555652
44.8,6,-0.564222,0.559212
44.8,7,-0.643752,0.638612
44.8,8,-0.652678,0.649979
44.8,9,-0.649627,0.647686
44.8,10,-0.648508,0.646167
44.8,11,-0.643802,0.642559
44.8,12,-0.638629,0.63924
44.8,13,-0.632954,0.634113
44.8,14,-0.626485,0.628733
44.8,15,-0.619162,0.622831
44.8,16,-0.611984,0.616876
44.8,17,-0.604961,0.608519
44.8,18,-0.594164,0.600772
44.8,19,-0.584192,0.591486
44.8,20,-0.571539,0.58251
44.8,21,-0.559341,0.571827
44.8,22,-0.592396,0.621224
44.8,23,-0.584669,0.61141
44.8,24,-0.572691,0.594863
44.8,25,-0.557071,0.583152
44.8,26,-0.539594,0.568213
44.8,27,-0.520053,0.553249
44.8,28,-0.496248,0.534565
44.8,29,-0.477846,0.51978
44.8,30,-0.448973,0.498186
44.8,31,-0.468082,0.521407
44.8,32,-0.438865,0.502314
44.8,33,-0.408278,0.479156
44.8,34,-0.374579,0.455157
44.8,35,-0.341033,0.432199
44.8,36,-0.336085,0.444376
44.8,37,-0.29498,0.41648
44.8,38,-0.249902,0.392909
44.8,39,-0.2281,0.392872
44.8,40,-0.178841,0.371835
44.8,41,-0.136841,0.368025
44.8,42,-0.0729706,0.343944
44.8,43,-0.0187226,0.346397
44.8,44,0.0530586,0.354896
44.8,45,0.156589,0.344458
44.8,46,0.255877,0.382339
44.8,47,0.413908,0.427561
44.8,48,0.628325,0.524144
44.8,49,0.968188,0.692542
44.8,50,1.55935,1.0119
44.9,5,-0.557571,0.554429
44.9,6,-0.562453,0.55771
44.9,7,-0.642,0.636823
44.9,8,-0.650723,0.648097
44.9,9,-0.647686,0.645921
44.9,10,-0.646582,0.644305
44.9,11,-0.641421,0.641268
44.9,12,-0.636735,0.637399
44.9,13,-0.63083,0.632401
44.9,14,-0.62412,0.626915
44.9,15,-0.617063,0.620656
44.9,16,-0.609898,0.614578
44.9,17,-0.602889,0.60635
44.9,18,-0.592106,0.598741
44.9,19,-0.58157,0.589876
44.9,20,-0.569214,0.580495
44.9,21,-0.557025,0.569676
44.9,22,-0.590088,0.618931
44.9,23,-0.58237,0.608962
44.9,24,-0.570063,0.592571
44.9,25,-0.554442,0.580694
44.9,26,-0.537327,0.565921
44.9,27,-0.517798,0.55078
44.9,28,-0.493615,0.532274
44.9,29,-0.475212,0.517297
44.9,30,-0.446762,0.495896
44.9,31,-0.465887,0.519328
44.9,32,-0.436224,0.500028
44.9,33,-0.406121,0.476642
44.9,34,-0.372444,0.45335
44.9,35,-0.338923,0.430167
44.9,36,-0.334002,0.442097
44.9,37,-0.292325,0.418407
44.9,38,-0.247884,0.391229
44.9,39,-0.226121,0.390919
44.9,40,-0.176907,0.370246
44.9,41,-0.134958,0.366128
44.9,42,-0.0711481,0.342475
44.9,43,-0.0169716,0.343723
44.9,44,0.0547234,0.353596
44.9,45,0.158148,0.343786
44.9,46,0.257302,0.383598
44.9,47,0.41516,0.42734
44.9,48,0.629343,0.525007
44.9,49,0.968874,0.687777
44.9,50,1.55953,1.01203
45.0,5,-0.555796,0.553194
45.0,6,-0.617556,0.612419
45.0,7,-0.56,0.558911
45.0,8,-0.649441,0.646624
45.0,9,-0.646433,0.644145
45.0,10,-0.645129,0.642651
45.0,11,-0.640465,0.639069
45.0,12,-0.635336,0.635547
45.0,13,-0.62946,0.630208
45.0,14,-0.622781,0.624845
45.0,15,-0.615236,0.618963
45.0,16,-0.607823,0.612774
45.0,17,-0.599732,0.604952
45.0,18,-0.59006,0.596967
45.0,19,-0.57983,0.587704
45.0,20,-0.567201,0.578185
45.0,21,-0.554413,0.56722
45.0,22,-0.590968,0.616626
45.0,23,-0.585002,0.604642
45.0,24,-0.567108,0.590266
45.0,25,-0.550422,0.577562
45.0,26,-0.535073,0.563618
45.0,27,-0.514802,0.547943
45.0,28,-0.491386,0.530709
45.0,29,-0.468924,0.513651
45.0,30,-0.444563,0.493593
45.0,31,-0.463261,0.516821
45.0,32,-0.43406,0.49773
45.0,33,-0.403491,0.474574
45.0,34,-0.370322,0.451533
45.0,35,-0.336826,0.428124
45.0,36,-0.330794,0.440337
45.0,37,-0.289683,0.411914
45.0,38,-0.245878,0.388943
45.0,39,-0.224154,0.388954
45.0,40,-0.174985,0.367968
45.0,41,-0.13388,0.365675
45.0,42,-0.0701984,0.340995
45.0,43,-0.0142914,0.34531
45.0,44,0.0553369,0.349478
45.0,45,0.159694,0.342068
45.0,46,0.258715,0.380226
45.0,47,0.4164,0.427108
45.0,48,0.630349,0.522846
45.0,49,0.969547,0.691875
45.0,50,1.55969,1.01214
45.1,5,-0.554652,0.551553
45.1,6,-0.558739,0.554065
45.1,7,-0.638314,0.633416
45.1,8,-0.64707,0.644719
45.1,9,-0.644066,0.642357
45.1,10,-0.642767,0.640547
45.1,11,-0.637401,0.637531
45.1,12,-0.632743,0.633453
45.1,13,-0.626619,0.628473
45.1,14,-0.620186,0.622764
45.1,15,-0.6129,0.616764
45.1,16,-0.605761,0.610706
45.1,17,-0.598506,0.602239
45.1,18,-0.587745,0.594645
45.1,19,-0.576942,0.58552
45.1,20,-0.5649,0.576148
45.1,21,-0.552429,0.565337
45.1,22,-0.585825,0.614309
45.1,23,-0.57748,0.604652
45.1,24,-0.564843,0.588271
45.1,25,-0.548518,0.57508
45.1,26,-0.532466,0.561303
45.1,27,-0.511441,0.544739
45.1,28,-0.489952,0.528025
45.1,29,-0.466721,0.511145
45.1,30,-0.441951,0.49168
45.1,31,-0.46109,0.51472
45.1,32,-0.431443,0.495421
45.1,33,-0.401358,0.472493
45.1,34,-0.368212,0.449225
45.1,35,-0.334202,0.426069
45.1,36,-0.329304,0.438035
45.1,37,-0.287655,0.414379
45.1,38,-0.243885,0.38724
45.1,39,-0.221515,0.386977
45.1,40,-0.170871,0.36297
45.1,41,-0.132021,0.364483
45.1,42,-0.0675396,0.339503
45.1,43,-0.0135061,0.341759
45.1,44,0.0559382,0.34722
45.1,45,0.161229,0.341373
45.1,46,0.260116,0.381463
45.1,47,0.417627,0.425557
45.1,48,0.631342,0.52218
45.1,49,0.97236,0.687089
45.1,50,1.56258,1.01225
45.2,5,-0.552695,0.550295
45.2,6,-0.635361,0.632118
45.2,7,-0.55806,0.552383
45.2,8,-0.645811,0.643012
45.2,9,-0.642611,0.640557
45.2,10,-0.641337,0.638869
45.2,11,-0.636233,0.635757
45.2,12,-0.631367,0.631808
45.2,13,-0.625272,0.626727
45.2,14,-0.618617,0.621153
45.2,15,-0.611096,0.614801
45.2,16,-0.603444,0.608626
45.2,17,-0.595373,0.600557
45.2,18,-0.585722,0.592847
45.2,19,-0.574935,0.583876
45.2,20,-0.56291,0.574098
45.2,21,-0.549841,0.563151
45.2,22,-0.583553,0.613485
45.2,23,-0.576528,0.600929
45.2,24,-0.562251,0.585943
45.2,25,-0.545925,0.572919
45.2,26,-0.530235,0.558976
45.2,27,-0.509976,0.543302
45.2,28,-0.486572,0.526069
45.2,29,-0.464123,0.509012
45.2,30,-0.439776,0.489355
45.2,31,-0.458487,0.512607
45.2,32,-0.429303,0.493101
45.2,33,-0.399238,0.470401
45.2,34,-0.366114,0.447385
45.2,35,-0.332129,0.423501
45.2,36,-0.326689,0.436252
45.2,37,-0.285638,0.412348
45.2,38,-0.241903,0.384931
45.2,39,-0.220256,0.384989
45.2,40,-0.168238,0.361347
45.2,41,-0.130967,0.362552
45.2,42,-0.066614,0.337214
45.2,43,-0.0127329,0.339906
45.2,44,0.0575665,0.345886
45.2,45,0.162751,0.339633
45.2,46,0.260194,0.381535
45.2,47,0.417334,0.425304
45.2,48,0.632323,0.521504
45.2,49,0.973008,0.685842
45.2,50,1.56271,1.01019
45.3,5,-0.551367,0.548828
45.3,6,-0.633427,0.630372
45.3,7,-0.556354,0.550749
45.3,8,-0.643903,0.641295
45.3,9,-0.640718,0.638746
45.3,10,-0.639459,0.637181
45.3,11,-0.634606,0.633522
45.3,12,-0.629279,0.629921
45.3,13,-0.623443,0.624498
45.3,14,-0.616552,0.619048
45.3,15,-0.609044,0.612827
45.3,16,-0.601405,0.606535
45.3,17,-0.593348,0.598603
45.3,18,-0.58343,0.590771
45.3,19,-0.57323,0.581394
45.3,20,-0.560633,0.572038
45.3,21,-0.547879,0.560953
45.3,22,-0.581292,0.611145
45.3,23,-0.574277,0.598745
45.3,24,-0.560009,0.583605
45.3,25,-0.543343,0.570746
45.3,26,-0.528016,0.556638
45.3,27,-0.507769,0.541142
45.3,28,-0.484378,0.523731
45.3,29,-0.461943,0.506867
45.3,30,-0.437612,0.487018
45.3,31,-0.456339,0.510066
45.3,32,-0.427173,0.490769
45.3,33,-0.396643,0.467842
45.3,34,-0.363517,0.445055
45.3,35,-0.330067,0.421423
45.3,36,-0.324654,0.433927
45.3,37,-0.283634,0.405821
45.3,38,-0.239933,0.383206
45.3,39,-0.218325,0.385524
45.3,40,-0.165617,0.359035
45.3,41,-0.129132,0.360611
45.3,42,-0.0648397,0.3357
45.3,43,-0.0110302,0.338897
45.3,44,0.0591828,0.344541
45.3,45,0.164261,0.338916
45.3,46,0.26288,0.376975
45.3,47,0.418537,0.423732
45.3,48,0.633291,0.520818
45.3,49,0.973643,0.689909
45.3,50,1.56284,1.01028
45.4,5,-0.550464,0.546955
45.4,6,-0.554412,0.549822
45.4,7,-0.633197,0.628322
45.4,8,-0.641567,0.639355
